[peak]id_number	mz	rtime	apex(scan number)	[EmpCpd]interim_id            	[EmpCpd]ion_relation	neutral_formula	neutral_formula_mass            	name_1st_guess	matched_DB_shorts	matched_DB_records
F15955	331.2251663208008	483.057624	1358	kp1824_330.2183	M0,M+H+	None	330.2182761052515	11-Hydroxy-delta-9-THC	(HMDB0060906$11-Hydroxy-delta-9-THC;HMDB0060908$7-beta-Hydroxy-delta-9-THC;HMDB0060909$7-alpha-Hydroxy-delta-9-THC;HMDB0060910$8-Hydroxy-delta-9-THC;HMDB0060911$8-beta-Hydroxy-delta-9-THC;HMDB0060912$9-alpha,10-alpha-epoxyhexahydrocannabinol;HMDB0060973$6(beta)-hydroxyprogesterone;HMDB0061004$6-beta-hydroxyprogesterone;HMDB0062522$pregn-5-ene-3,20-dione-17-ol;HMDB0062581$11-hydroxy-Delta(9)-tetrahydrocannabinol;HMDB0062780$Testosterone Acetate;HMDB0000016$Deoxycorticosterone;HMDB0000374$17-Hydroxyprogesterone;HMDB0000920$11a-Hydroxyprogesterone;HMDB0004031$11beta-Hydroxyprogesterone;HMDB0033126$[10]-Dehydroshogaol;HMDB0034632$(4E,9a)-9-(3-Methyl-2E-pentenoyloxy)-4,10(14)-oplopadien-3-one;HMDB0040928$2-[2-(4-Hydroxy-3-methoxyphenyl)ethyl]-5-octylfuran;HMDB0041585$Tussilagonone)	('C21H30O3_330.219495', '', 1)
F9881	332.2292938232422	483.380388	1359	kp1824_330.2183	13C/12C,M+H+	None	330.2182761052515	11-Hydroxy-delta-9-THC	(HMDB0060906$11-Hydroxy-delta-9-THC;HMDB0060908$7-beta-Hydroxy-delta-9-THC;HMDB0060909$7-alpha-Hydroxy-delta-9-THC;HMDB0060910$8-Hydroxy-delta-9-THC;HMDB0060911$8-beta-Hydroxy-delta-9-THC;HMDB0060912$9-alpha,10-alpha-epoxyhexahydrocannabinol;HMDB0060973$6(beta)-hydroxyprogesterone;HMDB0061004$6-beta-hydroxyprogesterone;HMDB0062522$pregn-5-ene-3,20-dione-17-ol;HMDB0062581$11-hydroxy-Delta(9)-tetrahydrocannabinol;HMDB0062780$Testosterone Acetate;HMDB0000016$Deoxycorticosterone;HMDB0000374$17-Hydroxyprogesterone;HMDB0000920$11a-Hydroxyprogesterone;HMDB0004031$11beta-Hydroxyprogesterone;HMDB0033126$[10]-Dehydroshogaol;HMDB0034632$(4E,9a)-9-(3-Methyl-2E-pentenoyloxy)-4,10(14)-oplopadien-3-one;HMDB0040928$2-[2-(4-Hydroxy-3-methoxyphenyl)ethyl]-5-octylfuran;HMDB0041585$Tussilagonone)	('C21H30O3_330.219495', '', 1)
F9882	332.2292938232422	494.585436	1393	kp1825_330.2183	13C/12C,M+H+	None	330.2182761052515	11-Hydroxy-delta-9-THC	(HMDB0060906$11-Hydroxy-delta-9-THC;HMDB0060908$7-beta-Hydroxy-delta-9-THC;HMDB0060909$7-alpha-Hydroxy-delta-9-THC;HMDB0060910$8-Hydroxy-delta-9-THC;HMDB0060911$8-beta-Hydroxy-delta-9-THC;HMDB0060912$9-alpha,10-alpha-epoxyhexahydrocannabinol;HMDB0060973$6(beta)-hydroxyprogesterone;HMDB0061004$6-beta-hydroxyprogesterone;HMDB0062522$pregn-5-ene-3,20-dione-17-ol;HMDB0062581$11-hydroxy-Delta(9)-tetrahydrocannabinol;HMDB0062780$Testosterone Acetate;HMDB0000016$Deoxycorticosterone;HMDB0000374$17-Hydroxyprogesterone;HMDB0000920$11a-Hydroxyprogesterone;HMDB0004031$11beta-Hydroxyprogesterone;HMDB0033126$[10]-Dehydroshogaol;HMDB0034632$(4E,9a)-9-(3-Methyl-2E-pentenoyloxy)-4,10(14)-oplopadien-3-one;HMDB0040928$2-[2-(4-Hydroxy-3-methoxyphenyl)ethyl]-5-octylfuran;HMDB0041585$Tussilagonone)	('C21H30O3_330.219495', '', 1)
F15956	331.2251663208008	493.92942600000003	1391	kp1825_330.2183	M0,M+H+	None	330.2182761052515	11-Hydroxy-delta-9-THC	(HMDB0060906$11-Hydroxy-delta-9-THC;HMDB0060908$7-beta-Hydroxy-delta-9-THC;HMDB0060909$7-alpha-Hydroxy-delta-9-THC;HMDB0060910$8-Hydroxy-delta-9-THC;HMDB0060911$8-beta-Hydroxy-delta-9-THC;HMDB0060912$9-alpha,10-alpha-epoxyhexahydrocannabinol;HMDB0060973$6(beta)-hydroxyprogesterone;HMDB0061004$6-beta-hydroxyprogesterone;HMDB0062522$pregn-5-ene-3,20-dione-17-ol;HMDB0062581$11-hydroxy-Delta(9)-tetrahydrocannabinol;HMDB0062780$Testosterone Acetate;HMDB0000016$Deoxycorticosterone;HMDB0000374$17-Hydroxyprogesterone;HMDB0000920$11a-Hydroxyprogesterone;HMDB0004031$11beta-Hydroxyprogesterone;HMDB0033126$[10]-Dehydroshogaol;HMDB0034632$(4E,9a)-9-(3-Methyl-2E-pentenoyloxy)-4,10(14)-oplopadien-3-one;HMDB0040928$2-[2-(4-Hydroxy-3-methoxyphenyl)ethyl]-5-octylfuran;HMDB0041585$Tussilagonone)	('C21H30O3_330.219495', '', 1)
F15957	331.2251663208008	503.141736	1419	kp1826_330.2177	M0,M+H+	None	330.21767173228596			
F9883	332.2292938232422	502.813248	1418	kp1826_330.2177	13C/12C,M+H+	None	330.21767173228596			
F10404	367.200439453125	502.813248	1418	kp1826_330.2177	M0,HCl	None	330.21767173228596			
F7554	313.2361145019531	577.596996	1649	kp1827_312.2296	M0,M+H+	None	312.2295573483342	11-HpODE	(HMDB0062281$11-HpODE;HMDB0062434$(10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid;HMDB0062637$13-HPODE(1-);HMDB0003871$13-L-Hydroperoxylinoleic acid;HMDB0004706$8(R)-Hydroperoxylinoleic acid;HMDB0006940$9(S)-HPODE;HMDB0010201$12,13-DiHODE;HMDB0010208$15,16-DiHODE;HMDB0010221$9,10-DiHODE;HMDB0040900$(±)-(E)-13-Hydroxy-10-oxo-11-octadecenoic acid)	('C18H32O4_312.23006', '', 1)
F10205	336.22227478027344	577.9121160000001	1650	kp1827_312.2296	13C/12C,Na/H	None	312.2295573483342	11-HpODE	(HMDB0062281$11-HpODE;HMDB0062434$(10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid;HMDB0062637$13-HPODE(1-);HMDB0003871$13-L-Hydroperoxylinoleic acid;HMDB0004706$8(R)-Hydroperoxylinoleic acid;HMDB0006940$9(S)-HPODE;HMDB0010201$12,13-DiHODE;HMDB0010208$15,16-DiHODE;HMDB0010221$9,10-DiHODE;HMDB0040900$(±)-(E)-13-Hydroxy-10-oxo-11-octadecenoic acid)	('C18H32O4_312.23006', '', 1)
F15967	335.21946716308594	577.282368	1648	kp1827_312.2296	M0,Na/H	None	312.2295573483342	11-HpODE	(HMDB0062281$11-HpODE;HMDB0062434$(10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid;HMDB0062637$13-HPODE(1-);HMDB0003871$13-L-Hydroperoxylinoleic acid;HMDB0004706$8(R)-Hydroperoxylinoleic acid;HMDB0006940$9(S)-HPODE;HMDB0010201$12,13-DiHODE;HMDB0010208$15,16-DiHODE;HMDB0010221$9,10-DiHODE;HMDB0040900$(±)-(E)-13-Hydroxy-10-oxo-11-octadecenoic acid)	('C18H32O4_312.23006', '', 1)
F7560	313.2361145019531	635.82438	1832	kp1828_312.2296	M0,M+H+	None	312.2295573483342	11-HpODE	(HMDB0062281$11-HpODE;HMDB0062434$(10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid;HMDB0062637$13-HPODE(1-);HMDB0003871$13-L-Hydroperoxylinoleic acid;HMDB0004706$8(R)-Hydroperoxylinoleic acid;HMDB0006940$9(S)-HPODE;HMDB0010201$12,13-DiHODE;HMDB0010208$15,16-DiHODE;HMDB0010221$9,10-DiHODE;HMDB0040900$(±)-(E)-13-Hydroxy-10-oxo-11-octadecenoic acid)	('C18H32O4_312.23006', '', 1)
F10206	336.22227478027344	636.14046	1833	kp1828_312.2296	13C/12C,Na/H	None	312.2295573483342	11-HpODE	(HMDB0062281$11-HpODE;HMDB0062434$(10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid;HMDB0062637$13-HPODE(1-);HMDB0003871$13-L-Hydroperoxylinoleic acid;HMDB0004706$8(R)-Hydroperoxylinoleic acid;HMDB0006940$9(S)-HPODE;HMDB0010201$12,13-DiHODE;HMDB0010208$15,16-DiHODE;HMDB0010221$9,10-DiHODE;HMDB0040900$(±)-(E)-13-Hydroxy-10-oxo-11-octadecenoic acid)	('C18H32O4_312.23006', '', 1)
F15971	335.21946716308594	635.82438	1832	kp1828_312.2296	M0,Na/H	None	312.2295573483342	11-HpODE	(HMDB0062281$11-HpODE;HMDB0062434$(10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid;HMDB0062637$13-HPODE(1-);HMDB0003871$13-L-Hydroperoxylinoleic acid;HMDB0004706$8(R)-Hydroperoxylinoleic acid;HMDB0006940$9(S)-HPODE;HMDB0010201$12,13-DiHODE;HMDB0010208$15,16-DiHODE;HMDB0010221$9,10-DiHODE;HMDB0040900$(±)-(E)-13-Hydroxy-10-oxo-11-octadecenoic acid)	('C18H32O4_312.23006', '', 1)
F7937	374.27613830566406	563.8765920000001	1606	kp1829_372.266	13C/12C,M+H+	None	372.2659693578149	Cervonoyl ethanolamide	(HMDB0013627$Cervonoyl ethanolamide;HMDB0014629$Nabilone;HMDB0041301$(3R, 6'Z)-3,4-Dihydro-8-hydroxy-3-(6-pentadecenyl)-1H-2-benzopyran-1-one)	('C24H36O3_372.266445', '', 1)
F16030	373.27370834350586	564.522828	1608	kp1829_372.266	M0,M+H+	None	372.2659693578149	Cervonoyl ethanolamide	(HMDB0013627$Cervonoyl ethanolamide;HMDB0014629$Nabilone;HMDB0041301$(3R, 6'Z)-3,4-Dihydro-8-hydroxy-3-(6-pentadecenyl)-1H-2-benzopyran-1-one)	('C24H36O3_372.266445', '', 1)
F7938	374.27613830566406	583.64721	1668	kp1830_372.266	13C/12C,M+H+	None	372.2659693578149	Cervonoyl ethanolamide	(HMDB0013627$Cervonoyl ethanolamide;HMDB0014629$Nabilone;HMDB0041301$(3R, 6'Z)-3,4-Dihydro-8-hydroxy-3-(6-pentadecenyl)-1H-2-benzopyran-1-one)	('C24H36O3_372.266445', '', 1)
F16032	373.27370834350586	583.64721	1668	kp1830_372.266	M0,M+H+	None	372.2659693578149	Cervonoyl ethanolamide	(HMDB0013627$Cervonoyl ethanolamide;HMDB0014629$Nabilone;HMDB0041301$(3R, 6'Z)-3,4-Dihydro-8-hydroxy-3-(6-pentadecenyl)-1H-2-benzopyran-1-one)	('C24H36O3_372.266445', '', 1)
F7940	374.27613830566406	622.8447	1791	kp1831_372.266	13C/12C,M+H+	None	372.2659693578149	Cervonoyl ethanolamide	(HMDB0013627$Cervonoyl ethanolamide;HMDB0014629$Nabilone;HMDB0041301$(3R, 6'Z)-3,4-Dihydro-8-hydroxy-3-(6-pentadecenyl)-1H-2-benzopyran-1-one)	('C24H36O3_372.266445', '', 1)
F16034	373.27370834350586	623.1616799999999	1792	kp1831_372.266	M0,M+H+	None	372.2659693578149	Cervonoyl ethanolamide	(HMDB0013627$Cervonoyl ethanolamide;HMDB0014629$Nabilone;HMDB0041301$(3R, 6'Z)-3,4-Dihydro-8-hydroxy-3-(6-pentadecenyl)-1H-2-benzopyran-1-one)	('C24H36O3_372.266445', '', 1)
F16035	375.1535987854004	388.31226000000004	1071	kp1832_374.1466	M0,M+H+	None	374.1465884068872			
F8013	376.15748596191406	388.31226000000004	1071	kp1832_374.1466	13C/12C,M+H+	None	374.1465884068872			
F8014	376.15748596191406	560.637738	1596	kp1833_374.1466	13C/12C,M+H+	None	374.1465884068872			
F16039	375.1535987854004	560.314986	1595	kp1833_374.1466	M0,M+H+	None	374.1465884068872			
F8625	382.3166809082031	622.52718	1790	kp1834_380.3055	13C/12C,M+H+	None	380.30550678762455			
F16055	381.31224060058594	622.52718	1790	kp1834_380.3055	M0,M+H+	None	380.30550678762455			
F10349	398.2738342285156	826.39122	2438	kp1835_396.2636	13C/12C,M+H+	None	396.2636061528589	1-hexadecyl-glycero-3-phosphate	(HMDB0062325$1-hexadecyl-glycero-3-phosphate)	('C19H41O6P_396.264076', '', 1)
F16110	397.2712860107422	827.01756	2440	kp1835_396.2636	M0,M+H+	None	396.2636061528589	1-hexadecyl-glycero-3-phosphate	(HMDB0062325$1-hexadecyl-glycero-3-phosphate)	('C19H41O6P_396.264076', '', 1)
F11047	432.22154235839844	294.42801	789	kp1836_430.2104	13C/12C,M+H+	None	430.21042545827885	1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-glycero-3-phosphate	(HMDB0062309$1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-glycero-3-phosphate;HMDB0114745$LysoPA(18:4(6Z,9Z,12Z,15Z)/0:0))	('C21H35O7P_430.21204', '', 1)
F16118	431.2172164916992	294.42801	789	kp1836_430.2104	M0,M+H+	None	430.21042545827885	1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-glycero-3-phosphate	(HMDB0062309$1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-glycero-3-phosphate;HMDB0114745$LysoPA(18:4(6Z,9Z,12Z,15Z)/0:0))	('C21H35O7P_430.21204', '', 1)
F11454	437.2837905883789	605.0538	1735	kp1837_435.2732	13C/12C,M+H+	None	435.27316769155516			
F16129	436.2804527282715	604.73946	1734	kp1837_435.2732	M0,M+H+	None	435.27316769155516			
F13915	508.260986328125	456.166176	1276	kp1838_506.2507	13C/12C,M+H+	None	506.2507220128442	11-Hydroxyprogesterone 11-glucuronide	(HMDB0010364$11-Hydroxyprogesterone 11-glucuronide)	('C27H38O9_506.251583', '', 1)
F16157	507.2583656311035	455.84405999999996	1275	kp1838_506.2507	M0,M+H+	None	506.2507220128442	11-Hydroxyprogesterone 11-glucuronide	(HMDB0010364$11-Hydroxyprogesterone 11-glucuronide)	('C27H38O9_506.251583', '', 1)
F16159	512.2674331665039	704.316	2050	kp1839_511.2597	M0,M+H+	None	511.2596503122529			
F14110	513.269775390625	702.74202	2045	kp1839_511.2597	13C/12C,M+H+	None	511.2596503122529			
F16175	528.3063354492188	681.3581999999999	1977	kp1840_527.3001	M0,M+H+	None	527.3000517705347	LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))	(HMDB0011494$LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z));HMDB0011495$LysoPE(0:0/22:5(7Z,10Z,13Z,16Z,19Z));HMDB0011524$LysoPE(22:5(4Z,7Z,10Z,13Z,16Z)/0:0);HMDB0011525$LysoPE(22:5(7Z,10Z,13Z,16Z,19Z)/0:0))	('C27H46NO7P_527.301189', '', 1)
F11906	529.3116760253906	681.3581999999999	1977	kp1840_527.3001	13C/12C,M+H+	None	527.3000517705347	LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z))	(HMDB0011494$LysoPE(0:0/22:5(4Z,7Z,10Z,13Z,16Z));HMDB0011495$LysoPE(0:0/22:5(7Z,10Z,13Z,16Z,19Z));HMDB0011524$LysoPE(22:5(4Z,7Z,10Z,13Z,16Z)/0:0);HMDB0011525$LysoPE(22:5(7Z,10Z,13Z,16Z,19Z)/0:0))	('C27H46NO7P_527.301189', '', 1)
F12992	550.4540405273438	822.00972	2424	kp1841_548.444	13C/12C,M+H+	None	548.4439535954859			
F16178	549.451774597168	820.44384	2419	kp1841_548.444	M0,M+H+	None	548.4439535954859			
F16181	570.3546905517578	673.5333599999999	1952	kp1842_569.3472	M0,M+H+	None	569.3471937993432	LysoPC(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	(HMDB0010402$LysoPC(22:5(4Z,7Z,10Z,13Z,16Z)/0:0);HMDB0010403$LysoPC(22:5(7Z,10Z,13Z,16Z,19Z)/0:0))	('C30H52NO7P_569.34814', '', 1)
F13855	571.3576049804688	673.2214799999999	1951	kp1842_569.3472	13C/12C,M+H+	None	569.3471937993432	LysoPC(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	(HMDB0010402$LysoPC(22:5(4Z,7Z,10Z,13Z,16Z)/0:0);HMDB0010403$LysoPC(22:5(7Z,10Z,13Z,16Z,19Z)/0:0))	('C30H52NO7P_569.34814', '', 1)
F16182	570.3546905517578	683.2461599999999	1983	kp1843_569.3472	M0,M+H+	None	569.3471937993432	LysoPC(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	(HMDB0010402$LysoPC(22:5(4Z,7Z,10Z,13Z,16Z)/0:0);HMDB0010403$LysoPC(22:5(7Z,10Z,13Z,16Z,19Z)/0:0))	('C30H52NO7P_569.34814', '', 1)
F13856	571.3576049804688	682.93128	1982	kp1843_569.3472	13C/12C,M+H+	None	569.3471937993432	LysoPC(22:5(4Z,7Z,10Z,13Z,16Z)/0:0)	(HMDB0010402$LysoPC(22:5(4Z,7Z,10Z,13Z,16Z)/0:0);HMDB0010403$LysoPC(22:5(7Z,10Z,13Z,16Z,19Z)/0:0))	('C30H52NO7P_569.34814', '', 1)
F16206	619.4882659912109	792.76116	2331	kp1844_618.4819	M0,M+H+	None	618.481898389187			
F16213	620.4934387207031	791.8167	2328	kp1844_618.4819	13C/12C,M+H+	None	618.481898389187			
F16214	620.4934387207031	814.79706	2401	kp1845_618.4819	13C/12C,M+H+	None	618.481898389187			
F16209	619.4882659912109	813.8536799999999	2398	kp1845_618.4819	M0,M+H+	None	618.481898389187			
F13539	661.4464416503906	672.5977200000001	1949	kp1846_659.4346	13C/12C,M+H+	None	659.4346037724878			
F16218	660.440673828125	673.8451200000001	1953	kp1846_659.4346	M0,M+H+	None	659.4346037724878			
F13540	661.4464416503906	676.65522	1962	kp1847_659.4346	13C/12C,M+H+	None	659.4346037724878			
F16219	660.440673828125	676.34268	1961	kp1847_659.4346	M0,M+H+	None	659.4346037724878			
F13542	661.4464416503906	738.9087	2160	kp1848_659.4346	13C/12C,M+H+	None	659.4346037724878			
F16221	660.440673828125	738.28152	2158	kp1848_659.4346	M0,M+H+	None	659.4346037724878			
F13532	779.5395202636719	787.7241	2315	kp1849_777.5291	13C/12C,M+H+	None	777.5290785649682	PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	(HMDB0007892$PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));HMDB0007923$PC(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));HMDB0007924$PC(14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));HMDB0008017$PC(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));HMDB0008142$PC(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z));HMDB0008172$PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z));HMDB0008173$PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z));HMDB0008205$PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z));HMDB0008206$PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z));HMDB0008237$PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z));HMDB0008496$PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z));HMDB0008657$PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z));HMDB0008690$PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z));HMDB0008722$PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0);HMDB0113058$PE-NMe(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));HMDB0113079$PE-NMe(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));HMDB0113080$PE-NMe(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));HMDB0113127$PE-NMe(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z));HMDB0113154$PE-NMe(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));HMDB0113181$PE-NMe(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));HMDB0113182$PE-NMe(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z));HMDB0113207$PE-NMe(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z));HMDB0113208$PE-NMe(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z));HMDB0113236$PE-NMe(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z));HMDB0113237$PE-NMe(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z));HMDB0113264$PE-NMe(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z));HMDB0113348$PE-NMe(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z));HMDB0113375$PE-NMe(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z));HMDB0113376$PE-NMe(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z));HMDB0113403$PE-NMe(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z));HMDB0113404$PE-NMe(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z));HMDB0113430$PE-NMe(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z));HMDB0113458$PE-NMe(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z));HMDB0113485$PE-NMe(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z));HMDB0113486$PE-NMe(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z));HMDB0113623$PE-NMe(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z));HMDB0113650$PE-NMe(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z));HMDB0113676$PE-NMe(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0);HMDB0113937$PE-NMe2(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));HMDB0114578$PE-NMe2(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0))	('C44H76NO8P_777.530855', '', 1)
F16225	778.5365447998047	788.0391	2316	kp1849_777.5291	M0,M+H+	None	777.5290785649682	PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	(HMDB0007892$PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));HMDB0007923$PC(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));HMDB0007924$PC(14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));HMDB0008017$PC(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));HMDB0008142$PC(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z));HMDB0008172$PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z));HMDB0008173$PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z));HMDB0008205$PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z));HMDB0008206$PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z));HMDB0008237$PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z));HMDB0008496$PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z));HMDB0008657$PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z));HMDB0008690$PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z));HMDB0008722$PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0);HMDB0113058$PE-NMe(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));HMDB0113079$PE-NMe(16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z));HMDB0113080$PE-NMe(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z));HMDB0113127$PE-NMe(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z));HMDB0113154$PE-NMe(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));HMDB0113181$PE-NMe(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z));HMDB0113182$PE-NMe(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z));HMDB0113207$PE-NMe(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z));HMDB0113208$PE-NMe(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z));HMDB0113236$PE-NMe(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z));HMDB0113237$PE-NMe(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z));HMDB0113264$PE-NMe(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z));HMDB0113348$PE-NMe(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z));HMDB0113375$PE-NMe(20:3(5Z,8Z,11Z)/18:3(6Z,9Z,12Z));HMDB0113376$PE-NMe(20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z));HMDB0113403$PE-NMe(20:3(8Z,11Z,14Z)/18:3(6Z,9Z,12Z));HMDB0113404$PE-NMe(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z));HMDB0113430$PE-NMe(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z));HMDB0113458$PE-NMe(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z));HMDB0113485$PE-NMe(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z));HMDB0113486$PE-NMe(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z));HMDB0113623$PE-NMe(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z));HMDB0113650$PE-NMe(22:5(7Z,10Z,13Z,16Z,19Z)/16:1(9Z));HMDB0113676$PE-NMe(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0);HMDB0113937$PE-NMe2(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));HMDB0114578$PE-NMe2(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0))	('C44H76NO8P_777.530855', '', 1)
